shapeid,x,y
0,114.1287537,22.28736115
0,114.129303,22.28736115
0,114.129303,22.28763962
0,114.1315308,22.28763962
0,114.1315308,22.28819466
0,114.1318054,22.28819466
0,114.1318054,22.28847313
0,114.1320801,22.28847313
0,114.1320801,22.28902626
0,114.132637,22.28902626
0,114.132637,22.28930473
0,114.1329193,22.28930473
0,114.1329193,22.28958321
0,114.1334686,22.28958321
0,114.1334686,22.28986168
0,114.1343079,22.28986168
0,114.1343079,22.28958321
0,114.136528,22.28958321
0,114.136528,22.28986168
0,114.1376419,22.28986168
0,114.1376419,22.29013634
0,114.1387482,22.29013634
0,114.1387482,22.29041862
0,114.1390305,22.29041862
0,114.1390305,22.29069519
0,114.1395798,22.29069519
0,114.1395798,22.29097176
0,114.1398621,22.29097176
0,114.1398621,22.29069519
0,114.1401367,22.29069519
0,114.1401367,22.29097176
0,114.1418076,22.29097176
0,114.1418076,22.29069519
0,114.1423645,22.29069519
0,114.1423645,22.29097176
0,114.1434708,22.29097176
0,114.1434708,22.29069519
0,114.1445847,22.29069519
0,114.1445847,22.29041862
0,114.1451416,22.29041862
0,114.1451416,22.29069519
0,114.1465302,22.29069519
0,114.1465302,22.29041862
0,114.1473618,22.29041862
0,114.1473618,22.29013634
0,114.1479187,22.29013634
0,114.1479187,22.28986168
0,114.1484756,22.28986168
0,114.1484756,22.28958321
0,114.1498642,22.28958321
0,114.1498642,22.28930473
0,114.1504135,22.28930473
0,114.1504135,22.28958321
0,114.1506958,22.28958321
0,114.1506958,22.29013634
0,114.1509705,22.29013634
0,114.1509705,22.29041862
0,114.152359,22.29041862
0,114.152359,22.28986168
0,114.152916,22.28986168
0,114.152916,22.28930473
0,114.1537476,22.28930473
0,114.1537476,22.28902626
0,114.1534729,22.28902626
0,114.1534729,22.28874969
0,114.1537476,22.28874969
0,114.1537476,22.28847313
0,114.1545868,22.28847313
0,114.1545868,22.28874969
0,114.15625,22.28874969
0,114.15625,22.28847313
0,114.1572113,22.28847313
0,114.1573639,22.28847313
0,114.1573639,22.28819466
0,114.1579132,22.28819466
0,114.1579132,22.28847313
0,114.1598587,22.28847313
0,114.1598587,22.28819466
0,114.1609726,22.28819466
0,114.1609726,22.28847313
0,114.1612473,22.28847313
0,114.1612473,22.28819466
0,114.1615295,22.28819466
0,114.1615295,22.2868042
0,114.1612473,22.2868042
0,114.1612473,22.28513908
0,114.1609726,22.28513908
0,114.1609726,22.28486061
0,114.1612473,22.28486061
0,114.1612473,22.28458214
0,114.1609726,22.28458214
0,114.1609726,22.2840271
0,114.1612473,22.2840271
0,114.1612473,22.28375053
0,114.1618042,22.28375053
0,114.1618042,22.28347206
0,114.1623154,22.28347206
0,114.1623611,22.28319359
0,114.1637497,22.28319359
0,114.1637497,22.28291702
0,114.1648636,22.28291702
0,114.1648636,22.28263855
0,114.1659698,22.28263855
0,114.1659698,22.28249168
0,114.1659698,22.28208351
0,114.1662521,22.28208351
0,114.1662521,22.28180504
0,114.1668091,22.28180504
0,114.1668091,22.28152847
0,114.1669769,22.28152847
0.1,114.1137466,22.28569412
0.1,114.1137466,22.28541756
0.1,114.1145859,22.28541756
0.1,114.1145859,22.28513908
0.1,114.1148605,22.28513908
0.1,114.1148605,22.28430557
0.1,114.1151352,22.28430557
0.1,114.1151352,22.28375053
0.1,114.1148605,22.28375053
0.1,114.1148605,22.28347206
0.1,114.113472,22.28347206
0.1,114.113472,22.28319359
0.1,114.1126404,22.28319359
0.1,114.1126404,22.28291702
0.1,114.1115265,22.28291702
0.1,114.1115265,22.28263855
0.1,114.1112518,22.28263855
0.1,114.1112518,22.28401947
0.1,114.1112518,22.28430557
0.1,114.1109695,22.28430557
0.1,114.1109695,22.28458214
0.1,114.1112518,22.28458214
0.1,114.1112518,22.28486061
0.1,114.1115265,22.28486061
0.1,114.1115265,22.28458214
0.1,114.1118088,22.28458214
0.1,114.1118088,22.28513908
0.1,114.1120834,22.28513908
0.1,114.1120834,22.28486061
0.1,114.1123581,22.28486061
0.1,114.1123581,22.28569412
0.1,114.1131973,22.28569412
0.1,114.1131973,22.28541756
0.1,114.113472,22.28541756
0.1,114.113472,22.28569412
0.1,114.1137466,22.28569412
1,114.1779175,22.28347015
1,114.1779175,22.28375053
1,114.1781921,22.28375053
1,114.1781921,22.28458214
1,114.1783905,22.28458214
1,114.1815262,22.28458023
1,114.1815262,22.28486061
1,114.1826401,22.28486061
1,114.1826401,22.28541756
1,114.1829071,22.28541756
1,114.1829071,22.28514099
1,114.183197,22.28513908
1,114.183197,22.28541756
1,114.1834335,22.28541756
1,114.1834717,22.28569412
1,114.1840286,22.28569412
1,114.1840286,22.2859726
1,114.1845856,22.2859726
1,114.1845856,22.28624916
1,114.1848602,22.28624916
1,114.1848602,22.28652763
1,114.1854172,22.28652763
1,114.1854172,22.2868042
1,114.1865311,22.2868042
1,114.1865311,22.28652763
1,114.1870804,22.28652763
1,114.1870804,22.28625107
1,114.1879196,22.28624916
1,114.1879196,22.28652763
1,114.1881943,22.28652763
1,114.1881943,22.2868042
1,114.1884689,22.2868042
1,114.1884689,22.28819466
1,114.1887512,22.28819466
1,114.1887512,22.28847313
1,114.188858,22.28847313
1,114.1895828,22.28847313
1,114.1895828,22.28874969
1,114.1898575,22.28874969
1,114.1898575,22.28902626
1,114.1901398,22.28902626
1,114.1901398,22.28930473
1,114.1904144,22.28930473
1,114.1904144,22.28958321
1,114.1912537,22.28958321
1,114.1912537,22.29013634
1,114.191803,22.29013634
1,114.191803,22.29041862
1,114.1920853,22.29041862
1,114.1920853,22.29069519
1,114.1923599,22.29069519
1,114.1923599,22.29124832
1,114.1926422,22.29124832
1,114.1926422,22.29153061
1,114.1931915,22.29153061
1,114.1931915,22.29180527
1,114.1934738,22.29180527
1,114.1934738,22.2923584
1,114.1945801,22.2923584
1,114.1945801,22.29264069
1,114.195694,22.29264069
1,114.195694,22.29291725
1,114.1965256,22.29291725
1,114.1965256,22.29319382
1,114.1970825,22.29319382
1,114.1970825,22.29347229
1,114.1972504,22.29347229
1,114.1979065,22.29347229
1,114.1979141,22.29375076
1,114.1984711,22.29375076
1,114.1984711,22.2943058
1,114.199028,22.2943058
1,114.199028,22.29458427
1,114.199585,22.29458427
1,114.199585,22.2943058
1,114.2023621,22.2943058
1,114.2023621,22.29458427
1,114.2026367,22.29458427
1,114.2026367,22.29513931
1,114.2040253,22.29513931
1,114.2040253,22.29486275
1,114.2043076,22.29486275
1,114.2043076,22.29458427
1,114.2048416,22.29458427
1,114.2048645,22.2943058
1,114.2051392,22.2943058
1,114.2051392,22.29402733
1,114.2059708,22.29402733
1,114.2059708,22.29375076
1,114.2062531,22.29375076
1,114.2062531,22.29402733
1,114.2065277,22.29402733
1,114.2065277,22.29375076
1,114.2073593,22.29375076
1,114.2073593,22.29402733
1,114.2084732,22.29402733
1,114.2084732,22.29375076
1,114.2087479,22.29375076
1,114.2087479,22.29319382
1,114.2093048,22.29319382
1,114.2093048,22.29291725
1,114.2095871,22.29291725
1,114.2095871,22.29264069
1,114.2109756,22.29264069
1,114.2109756,22.29291725
1,114.2112503,22.29291725
1,114.2112503,22.29264069
1,114.2120819,22.29264069
1,114.2120819,22.29291725
1,114.2123642,22.29291725
1,114.2123642,22.29264069
1,114.2131958,22.29264069
1,114.2131958,22.29208374
1,114.2137527,22.29208374
1,114.2137527,22.29180527
1,114.2145844,22.29180527
1,114.2145844,22.29153061
1,114.2151413,22.29153061
1,114.2151413,22.29124832
1,114.2159729,22.29124832
1,114.2159729,22.29097176
1,114.2162476,22.29097176
1,114.2162476,22.29069519
1,114.2165298,22.29069519
1,114.2165298,22.29013634
1,114.2173615,22.29013634
1,114.2173615,22.28986168
1,114.2179184,22.28986168
1,114.2179184,22.29013634
1,114.2184753,22.29013634
1,114.2184753,22.28986168
1,114.2190247,22.28986168
1,114.2190247,22.28958321
1,114.2195816,22.28958321
1,114.2195816,22.28930473
1,114.2198639,22.28930473
1,114.2198639,22.28902626
1,114.2204132,22.28902626
1,114.2204132,22.28876114
1,114.2215271,22.28874969
1,114.2215271,22.28847313
1,114.221756,22.28847313
1,114.2218094,22.28819466
1,114.2223587,22.28819466
1,114.2223587,22.28791428
1,114.2229156,22.28791428
1,114.2229156,22.28763962
1,114.2234726,22.28763962
1,114.2234726,22.28736115
1,114.2237473,22.28736115
1,114.2237473,22.28708267
1,114.2243042,22.28708267
1,114.2243042,22.2868042
1,114.2248611,22.2868042
1,114.2248611,22.28652763
1,114.2251358,22.28652763
1,114.2251358,22.28624916
1,114.2254181,22.28624916
1,114.2254181,22.2859726
1,114.225975,22.2859726
1,114.225975,22.28569412
1,114.2262497,22.28569412
1,114.2262497,22.2840271
1,114.2265244,22.2840271
1,114.2265244,22.28347206
1,114.2267838,22.28347206
1,114.2268066,22.28319359
1,114.2273636,22.28319359
1,114.2273636,22.28291702
1,114.2279129,22.28291702
1,114.2279129,22.28263855
1,114.2281952,22.28263855
1,114.2281952,22.28236389
1,114.2295837,22.28236389
1,114.2295837,22.28263855
1,114.2298584,22.28263855
1,114.2298584,22.28291702
1,114.2301407,22.28291702
1,114.2301407,22.28319359
1,114.2320862,22.28319359
1,114.2320862,22.28347206
1,114.2326355,22.28347206
1,114.2326355,22.28375053
1,114.2329178,22.28375053
1,114.2329178,22.2840271
1,114.2330322,22.2840271
1,114.2337494,22.2840271
1,114.2337494,22.28430557
1,114.2343063,22.28430557
1,114.2343063,22.28458214
1,114.2348633,22.28458214
1,114.2348633,22.28430557
1,114.2350082,22.28430557
1,114.2354202,22.28430557
1,114.2354202,22.28375053
1,114.2356949,22.28375053
1,114.2356949,22.28347206
1,114.2362061,22.28347206
1,114.2362518,22.28295517
1,114.2368088,22.28291702
1,114.2368088,22.28263855
1,114.2370834,22.28263855
1,114.2370834,22.28208351
1,114.2376404,22.28208351
1,114.2376404,22.28180504
1,114.2381973,22.28180504
1,114.2381973,22.28152847
1,114.238472,22.28152847
1,114.238472,22.28125191
1,114.2390289,22.28125191
1,114.2390289,22.28097153
1,114.2395859,22.28097153
1,114.2395859,22.28041649
1,114.2401352,22.28041649
1,114.2401352,22.28013992
1,114.2404175,22.28013992
1,114.2404175,22.27986145
1,114.2406921,22.27986145
1,114.2406921,22.27958298
1,114.2409744,22.27958298
1,114.2409744,22.27930641
1,114.2412491,22.27930641
1,114.2412491,22.27902985
1,114.2415314,22.27902985
1,114.2415314,22.27874756
1,114.241806,22.27874756
1,114.241806,22.27763748
1,114.2420807,22.27763748
1,114.2420807,22.27680779
1,114.242363,22.27680779
1,114.242363,22.27569389
1,114.2426376,22.27569389
1,114.2426376,22.27513885
1,114.2431946,22.27513885
1,114.2431946,22.27486038
1,114.2434692,22.27486038
1,114.2434692,22.27431107
1,114.2440262,22.27430534
1,114.2440262,22.27375031
1,114.2448578,22.27375031
1,114.2448578,22.27347183
1,114.2445831,22.27347183
1,114.2445831,22.27291679
1,114.2443085,22.27291679
1,114.2443085,22.27208328
1,114.2440262,22.27208328
1,114.2440262,22.27152824
1,114.2437515,22.27152824
1,114.2437515,22.27124977
1,114.2434692,22.27124977
1,114.2434692,22.27069473
1,114.2431946,22.27069473
1,114.2431946,22.27041626
1,114.2429199,22.27041626
1,114.2429199,22.26986122
1,114.2426376,22.26986122
1,114.2426376,22.26874924
1,114.2429199,22.26874924
1,114.2429199,22.2681942
1,114.2434692,22.2681942
1,114.2434692,22.26847267
1,114.2437515,22.26847267
1,114.2437515,22.26874924
1,114.2440262,22.26874924
1,114.2440262,22.26902771
1,114.2443085,22.26902771
1,114.2443085,22.26930618
1,114.2448578,22.26930618
1,114.2448578,22.26958275
1,114.2451401,22.26958275
1,114.2451401,22.26986122
1,114.2454147,22.26986122
1,114.2454147,22.27013969
1,114.2451401,22.27013969
1,114.2451401,22.27124977
1,114.2454147,22.27124977
1,114.2454147,22.27208328
1,114.245697,22.27208328
1,114.245697,22.27263832
1,114.2459717,22.27263832
1,114.2459717,22.27208328
1,114.2462463,22.27208328
1,114.2462463,22.27180481
1,114.2468033,22.27180481
1,114.2468033,22.27124977
1,114.2470856,22.27124977
1,114.2470856,22.2704277
1,114.2473526,22.27041626
1,114.2473602,22.26986122
1,114.2479172,22.26986122
1,114.2479172,22.26958275
1,114.2490158,22.26958275
1,114.2490311,22.26930618
1,114.2493057,22.26930618
1,114.2493057,22.26902771
1,114.2495804,22.26902771
1,114.2495804,22.26874924
1,114.2498627,22.26874924
1,114.2498627,22.26847267
1,114.2501373,22.26847267
1,114.2501373,22.2681942
1,114.2504196,22.2681942
1,114.2504196,22.26791763
1,114.2505798,22.26791573
1,114.2506943,22.26791573
1,114.2506943,22.2676506
1,114.2518082,22.26763916
1,114.2518082,22.26736259
1,114.2523575,22.26736259
1,114.2523575,22.26680565
1,114.2526398,22.26680565
1,114.2526398,22.26597214
1,114.2528763,22.26597214
1,114.2529144,22.26569366
1,114.2531967,22.26569366
1,114.2531967,22.2654171
1,114.2534714,22.2654171
1,114.2534714,22.26514053
1,114.2540283,22.26514053
1,114.2540283,22.26486206
1,114.2542496,22.26486206
1,114.254303,22.26458359
1,114.2545853,22.26458359
1,114.2545853,22.26430511
1,114.2548599,22.26430511
1,114.2548599,22.26402664
1,114.2554169,22.26402664
1,114.2554169,22.26374817
1,114.2556915,22.26374817
1,114.2556915,22.2634716
1,114.2559738,22.2634716
1,114.2559738,22.26319695
1,114.2562485,22.26319695
1,114.2562485,22.26292038
1,114.2565308,22.26291847
1,114.2565308,22.26236153
1,114.2570801,22.26236153
1,114.2570801,22.26208305
1,114.2573624,22.26208305
1,114.2573624,22.26097298
1,114.2568054,22.26097298
1,114.2568054,22.2606945
1,114.2565308,22.2606945
1,114.2565308,22.26041412
1,114.2562485,22.26041412
1,114.2562485,22.25792122
1,114.2565308,22.2579174
1,114.2565308,22.25757217
1,114.2565308,22.25643349
1,114.2565308,22.25625038
1,114.2562485,22.25625038
1,114.2562485,22.2551384
1,114.2556915,22.2551384
1,114.2556915,22.25458336
1,114.2554169,22.25458336
1,114.2554169,22.25430489
1,114.2556915,22.25430489
1,114.2556915,22.25375175
1,114.2562485,22.25375175
1,114.2562485,22.25346947
1,114.2565308,22.25346947
1,114.2565308,22.25291634
1,114.2568054,22.25291634
1,114.2568054,22.2523613
1,114.2565308,22.2523613
1,114.2565308,22.25208282
1,114.2562485,22.25208282
1,114.2562485,22.25124741
1,114.2559738,22.25124741
1,114.2559738,22.25097275
1,114.2556915,22.25097275
1,114.2556915,22.2504158
1,114.2554169,22.2504158
1,114.2554169,22.25014114
1,114.2551422,22.25013733
1,114.2551422,22.24986076
1,114.2548599,22.24986076
1,114.2548599,22.2495842
1,114.2545853,22.2495842
1,114.2545853,22.24930763
1,114.254303,22.24930763
1,114.254303,22.24875069
1,114.2540283,22.24875069
1,114.2540283,22.24819374
1,114.2537537,22.24819374
1,114.2537537,22.24791527
1,114.2529144,22.24791527
1,114.2529144,22.24819374
1,114.2526398,22.24819374
1,114.2526398,22.24847221
1,114.2523575,22.24847221
1,114.2523575,22.24875069
1,114.2518082,22.24875069
1,114.2518082,22.24847221
1,114.2512512,22.24847221
1,114.2512512,22.24819374
1,114.2509689,22.24819374
1,114.2509689,22.24708366
1,114.2504654,22.24711418
1,114.2496033,22.24845886
1,114.248703,22.24971008
1,114.2482834,22.25097275
1,114.2474365,22.25223541
1,114.2470169,22.25349808
1,114.244072,22.2539196
1,114.2415466,22.25602341
1,114.2398605,22.25644493
1,114.2381744,22.25686646
1,114.236496,22.25686646
1,114.2348099,22.25560379
1,114.2331238,22.25476074
1,114.2310181,22.25476074
1,114.2301788,22.25602341
1,114.2284927,22.25728798
1,114.2272339,22.2577076
1,114.2242813,22.2577076
1,114.2230225,22.2577076
1,114.221756,22.2577076
1,114.2204971,22.2577076
1,114.2192307,22.25812912
1,114.2175522,22.25855064
1,114.2162857,22.25897026
1,114.2154465,22.25981331
1,114.2145996,22.26107597
1,114.2133408,22.26107597
1,114.2120743,22.26107597
1,114.2099686,22.26065445
1,114.2082901,22.25981331
1,114.2061844,22.25897026
1,114.2040787,22.25981331
1,114.2023926,22.25897026
1,114.2007065,22.25855064
1,114.2005768,22.25855064
1,114.1994476,22.25855064
1,114.1993408,22.25841141
1,114.1989365,22.25855064
1,114.1987915,22.25860023
1,114.1982498,22.25878716
1,114.1986084,22.26105881
1,114.1987381,22.26207733
1,114.1991043,22.26436806
1,114.1992035,22.26496315
1,114.200386,22.26555443
1,114.2022171,22.26673698
1,114.2038727,22.26809692
1,114.2055817,22.26945305
1,114.2064743,22.27034187
1,114.2068863,22.27134514
1,114.2068253,22.27264595
1,114.2064133,22.27335358
1,114.2048721,22.27465248
1,114.2047653,22.27476692
1,114.2040482,22.2755394
1,114.2038727,22.27559662
1,114.2029114,22.27655792
1,114.2028122,22.27665329
1,114.2024918,22.27686691
1,114.2015533,22.27749443
1,114.2007065,22.27665329
1,114.2007065,22.27564621
1,114.2007065,22.27540588
1,114.1994476,22.27454758
1,114.1978836,22.27378464
1,114.1973724,22.27416229
1,114.1973038,22.27423859
1,114.195343,22.27652359
1,114.1950531,22.27711105
1,114.1946793,22.27803421
1,114.194397,22.27876091
1,114.1942139,22.27946854
1,114.1939697,22.28044319
1,114.1927109,22.28128433
1,114.1924896,22.28215599
1,114.1922913,22.28296852
1,114.192009,22.2827816
1,114.1916809,22.28256035
1,114.1910248,22.28212547
1,114.1903458,22.28185463
1,114.1897049,22.28159714
1,114.1889191,22.28128433
1,114.1875534,22.28073883
1,114.1874466,22.28071594
1,114.1874466,22.28085709
1,114.1872101,22.2817421
1,114.185379,22.2828083
1,114.1841354,22.28298378
1,114.1836014,22.28306389
1,114.1834946,22.28307915
1,114.1830444,22.28338051
1,114.1824493,22.28323174
1,114.1821289,22.28327942
1,114.1804733,22.28304291
1,114.1803055,22.28307152
1,114.1779175,22.28347015
2,113.9337463,22.32430649
2,113.9337463,22.32374954
2,113.9376373,22.32374954
2,113.9376373,22.32347107
2,113.9379196,22.32347107
2,113.9379196,22.3231945
2,113.9370804,22.3231945
2,113.9370804,22.32291603
2,113.9362488,22.32291603
2,113.9362488,22.32263947
2,113.9354172,22.32263947
2,113.9354172,22.32125282
2,113.9362106,22.32125282
2,113.9370804,22.32125282
2,113.9370804,22.32152748
2,113.9381943,22.32152748
2,113.9381943,22.32180595
2,113.9393082,22.32180595
2,113.9393082,22.32208252
2,113.9401398,22.32208252
2,113.9401398,22.32180595
2,113.9409714,22.32180595
2,113.9409714,22.32208252
2,113.9412537,22.32208252
2,113.9412537,22.3223629
2,113.941803,22.3223629
2,113.941803,22.32180595
2,113.9429169,22.32180595
2,113.9429169,22.32263947
2,113.9431915,22.32263947
2,113.9431915,22.32291603
2,113.9434738,22.32291603
2,113.9434738,22.3231945
2,113.9440308,22.3231945
2,113.9440308,22.32263947
2,113.9447403,22.32263947
2,113.9448624,22.32263947
2,113.9448624,22.3231945
2,113.945137,22.3231945
2,113.945137,22.32347107
2,113.9459686,22.32347107
2,113.9459686,22.32291603
2,113.945694,22.32291603
2,113.945694,22.32180595
2,113.9459686,22.32180595
2,113.9459686,22.32014084
2,113.945694,22.32014084
2,113.945694,22.31985855
2,113.9454193,22.31985855
2,113.9454193,22.31902885
2,113.945137,22.31902885
2,113.945137,22.31874847
2,113.9448624,22.31874847
2,113.9448624,22.31791878
2,113.9443054,22.31791878
2,113.9443054,22.31763649
2,113.9440308,22.31763649
2,113.9440308,22.31708336
2,113.9443054,22.31708336
2,113.9443054,22.31652641
2,113.9440308,22.31652641
2,113.9440308,22.31624985
2,113.9437485,22.31624985
2,113.9437485,22.31569481
2,113.9434738,22.31569481
2,113.9434738,22.31541634
2,113.9431915,22.31541634
2,113.9431915,22.31513977
2,113.9429169,22.31513977
2,113.9429169,22.31458282
2,113.9426422,22.31458282
2,113.9426422,22.31430435
2,113.9423599,22.31430435
2,113.9423599,22.31402779
2,113.9420853,22.31402779
2,113.9420853,22.31347275
2,113.941803,22.31347275
2,113.941803,22.3129158
2,113.9415283,22.3129158
2,113.9415283,22.31263924
2,113.9412537,22.31263924
2,113.9412537,22.3120842
2,113.9409714,22.3120842
2,113.9409714,22.31180573
2,113.9406967,22.31180573
2,113.9406967,22.31152725
2,113.9401398,22.31152725
2,113.9401398,22.3101387
2,113.9398575,22.3101387
2,113.9398575,22.30986023
2,113.9395828,22.30986023
2,113.9395828,22.30930519
2,113.9393082,22.30930519
2,113.9393082,22.30819511
2,113.9390259,22.30819511
2,113.9390259,22.30625153
2,113.9387512,22.30625153
2,113.9387512,22.30569458
2,113.9390259,22.30569458
2,113.9390259,22.30485916
2,113.9395828,22.30485916
2,113.9395828,22.3045826
2,113.9398575,22.3045826
2,113.9398575,22.30374718
2,113.9395828,22.30374718
2,113.9395828,22.30319405
2,113.9393082,22.30319405
2,113.9393082,22.3026371
2,113.9390259,22.3026371
2,113.9390259,22.30236053
2,113.9384689,22.30236053
2,113.9384689,22.30208397
2,113.9379196,22.30208397
2,113.9379196,22.3018055
2,113.9376373,22.3018055
2,113.9376373,22.30152512
2,113.9373627,22.30152512
2,113.9373627,22.30208397
2,113.9365311,22.30208397
2,113.9365311,22.29930305
2,113.9368057,22.29930305
2,113.9368057,22.29819489
2,113.9370804,22.29819489
2,113.9370804,22.29763985
2,113.9373627,22.29763794
2,113.9373627,22.29652786
2,113.9376373,22.29652786
2,113.9376373,22.29541588
2,113.9379196,22.29541588
2,113.9379196,22.29486275
2,113.9381943,22.29486275
2,113.9381943,22.29458427
2,113.9384689,22.29458427
2,113.9384689,22.2943058
2,113.9379196,22.2943058
2,113.9379196,22.29402733
2,113.9376373,22.29402733
2,113.9376373,22.29375076
2,113.9373627,22.29375076
2,113.9373627,22.29347229
2,113.9370804,22.29347229
2,113.9370804,22.29319382
2,113.9368057,22.29319382
2,113.9368057,22.29291725
2,113.9365311,22.29291725
2,113.9365311,22.29264069
2,113.9362488,22.29264069
2,113.9362488,22.2923584
2,113.9359741,22.2923584
2,113.9359741,22.29208374
2,113.9356918,22.29208374
2,113.9356918,22.29180527
2,113.9354172,22.29180527
2,113.9354172,22.29153061
2,113.9351425,22.29153061
2,113.9351425,22.29124832
2,113.9348602,22.29124832
2,113.9348602,22.29097176
2,113.9343033,22.29097176
2,113.9343033,22.29069519
2,113.9340286,22.29069519
2,113.9340286,22.29041862
2,113.9334717,22.29041862
2,113.9334717,22.29013634
2,113.933197,22.29013634
2,113.933197,22.28986168
2,113.9323578,22.28986168
2,113.9323578,22.29013634
2,113.9320831,22.29013634
2,113.9320831,22.29041862
2,113.9318085,22.29041862
2,113.9318085,22.29069519
2,113.9315262,22.29069519
2,113.9315262,22.29124832
2,113.9309692,22.29124832
2,113.9309692,22.29099274
2,113.9301376,22.29097176
2,113.9301376,22.29122925
2,113.9301376,22.29153061
2,113.9290314,22.29153061
2,113.9290314,22.29180527
2,113.9283371,22.29180527
2,113.9279175,22.29180527
2,113.9279175,22.29153061
2,113.9265289,22.29153061
2,113.9265289,22.29180527
2,113.9256973,22.29180527
2,113.9256973,22.29208374
2,113.9248581,22.29208374
2,113.9248581,22.2923584
2,113.9240265,22.2923584
2,113.9240265,22.29264069
2,113.9231949,22.29264069
2,113.9231949,22.29291725
2,113.922081,22.29291725
2,113.922081,22.29319382
2,113.9209747,22.29319382
2,113.9209747,22.29347229
2,113.9206924,22.29347229
2,113.9206924,22.29375076
2,113.9201355,22.29375076
2,113.9201355,22.29347229
2,113.9198608,22.29347229
2,113.9198608,22.29402733
2,113.9187469,22.29402733
2,113.9187469,22.2943058
2,113.9179153,22.2943058
2,113.9179153,22.29458237
2,113.9168091,22.29458427
2,113.9168091,22.29486275
2,113.9159698,22.29486275
2,113.9159698,22.29513931
2,113.9143066,22.29513931
2,113.9143066,22.29458427
2,113.9140244,22.29458427
2,113.9140244,22.29513931
2,113.909584,22.29513931
2,113.909584,22.29541588
2,113.9090271,22.29541588
2,113.9090271,22.29513931
2,113.9081955,22.29513931
2,113.9081955,22.29486275
2,113.9068069,22.29486275
2,113.9068069,22.29458427
2,113.9043045,22.29458237
2,113.9043045,22.2943058
2,113.9018021,22.2943058
2,113.9018021,22.29402733
2,113.9009705,22.29402733
2,113.9009705,22.29375076
2,113.8998642,22.29375076
2,113.8998642,22.29347229
2,113.899025,22.29347229
